PUMFID,VERDATE,EMP_10_A,EMP_10_B,EMP_10_C,EMP_10_D,EMP_10_E,EMP_10_F,EMP_10_G,EMP_10_H,EMP_10_I,CIN_05_A,CIN_05_B,CIN_05_C,CIN_05_D,CIN_05_E,CIN_05_F,CIN_05_G,CIN_05_H,CIN_05_I,CIN_05_J,CIN_05_K,CIN_10A,CIN_10B,CIN_10C,EXP_05A,EXP_05B,EXP_05C,EXP_05D,EXP_05E,EXP_05F,EXP_05G,EXP_05H,LTC_05_G,LTC_10,HL_05,HL_10,HL_15,HL_20,HL_25_A,HL_25_B,HL_25_C,HL_25_D,HL_25_E,HL_25_F,HL_25_G,HL_25_H,HL_25_I,HL_25_J,HL_25_K,HL_30,DIS_STAT,PRURURB,PCSIZMIZ,PPROV,PVISMIN,PDISTYP1,PDISTYP2,PDISTYP3,PDISTYP4,PDISTYP5,PDISTYP6,PAGEGR,PDEM_10,PED_05,PEMP_15B,PFACT2,PLTC_05A,PLTC_05B,PLTC_05C,PLTC_05D,PLTC_05E,PLTC_05F,PEDU_01,PHHARR,PIIDFLAG,PLFS_BEF,PLFS_CUR
5700,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,4,4,4,4,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,35,2,2,2,1,1,1,2,17,1,1,6,2.2754,2,2,1,1,1,2,2,1,2,3,3
5701,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,6,1,4,2,1,2,1,1,2,2,2,4,5,4,5,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,35,2,2,2,2,2,1,2,15,2,2,6,0.5119,2,2,2,2,1,2,2,1,2,2,2
5702,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,3,4,4,2,2,2,3,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,9,7,47,2,2,2,2,2,2,1,13,2,1,6,0.9898,2,2,2,2,2,1,2,2,2,3,3
5703,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,4,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,35,1,2,2,2,2,1,2,10,2,2,1,0.3567,2,2,2,2,1,2,2,3,2,1,1
5704,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,2,4,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,35,2,2,1,2,2,2,2,17,1,2,6,2.2754,2,1,2,2,2,2,2,2,2,3,3
5705,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,6,4,4,4,2,4,2,4,1,2,1,2,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,24,2,2,1,2,2,2,2,3,2,1,6,1.9943,2,1,2,2,2,2,2,3,9,3,3
5706,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,6,4,4,2,1,3,1,1,1,2,1,5,5,5,5,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,35,2,2,2,1,2,1,1,16,2,1,6,0.5703,2,2,1,2,1,1,2,1,2,3,3
5707,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,6,1,4,4,4,4,4,3,4,3,2,2,3,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,35,2,2,2,2,2,2,1,17,2,1,2,1.5231,2,2,2,2,2,1,2,2,2,1,1
5708,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,4,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,46,2,2,2,2,2,1,1,3,2,2,1,0.8056,2,2,2,2,1,1,2,1,2,1,1
5709,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,3,4,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,1,1,2,1,17,1,2,6,2.2754,2,2,1,1,2,1,2,2,2,3,3
5710,27/08/2020,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,6,2,2,2,2,2,2,4,2,5,2,1,3,3,4,4,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,35,2,2,2,1,1,1,2,15,1,2,6,1.5438,2,2,1,1,1,2,2,3,2,1,2
5711,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,6,1,1,1,1,4,1,1,1,2,1,5,5,5,5,1,2,2,1,2,2,2,1,2,1,2,2,1,2,3,59,2,1,2,2,1,1,1,12,2,2,6,0.3991,1,2,2,1,1,1,2,2,2,3,3
5712,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,6,2,4,4,3,4,2,4,3,2,1,4,5,4,5,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,35,2,2,2,1,2,1,2,6,2,2,6,0.5434,2,2,1,2,1,2,2,2,2,1,1
5713,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,3,3,3,4,3,4,3,2,1,4,4,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,35,1,2,2,1,1,2,1,12,2,2,6,0.4558,2,2,1,1,2,1,2,3,2,1,3
5714,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,2,3,3,1,1,3,1,1,3,2,1,5,5,4,4,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,48,2,1,2,1,1,1,1,8,2,2,6,0.4116,1,2,1,1,1,1,2,3,2,3,3
5715,27/08/2020,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,6,7,4,4,4,3,3,4,4,2,2,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,2,1,1,1,6,2,2,3,0.5434,2,2,2,1,1,1,2,2,2,1,1
5716,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,3,4,2,2,3,2,1,2,1,4,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,35,2,2,2,2,2,2,1,15,2,1,6,0.5119,2,2,2,2,2,1,2,3,2,3,3
5717,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,3,3,2,2,3,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,59,2,2,2,2,2,2,1,15,2,1,6,0.5554,2,2,2,2,2,1,2,2,2,3,3
5718,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,4,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,9,9,13,2,2,1,1,2,1,2,17,2,2,6,2.0295,2,1,1,2,1,2,2,2,2,3,3
5719,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,4,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,2,2,2,2,2,1,1,8,1,2,1,0.7795,2,2,2,2,1,1,2,3,2,1,1
5720,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,35,2,2,2,1,2,2,1,17,2,1,6,1.5231,2,2,1,2,2,1,2,1,2,3,3
5721,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,3,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,24,2,2,2,2,2,1,2,13,2,2,3,1.6273,2,2,2,2,1,2,2,2,2,1,1
5722,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,6,6,2,1,1,1,4,3,3,1,2,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,35,2,1,2,2,2,2,2,8,2,1,1,0.3588,1,2,2,2,2,2,2,3,2,1,1
5723,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,35,2,2,2,2,2,2,1,8,2,2,1,0.3588,2,2,2,2,2,1,2,2,2,1,1
5724,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,35,2,2,2,2,2,2,1,16,2,2,6,0.5703,2,2,2,2,2,1,2,2,2,3,3
5725,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,6,1,5,1,1,1,1,1,1,1,2,1,5,4,5,4,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,46,2,2,2,1,2,1,1,9,2,1,6,0.3962,2,2,1,2,1,1,2,2,2,3,3
5726,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,5,1,4,1,3,3,2,1,2,2,4,5,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,35,1,2,2,2,2,1,2,6,2,2,6,0.5434,2,2,2,2,1,2,2,3,2,3,3
5727,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,2,2,2,2,2,2,1,10,2,2,1,0.3567,2,2,2,2,2,1,2,2,2,1,1
5728,27/08/2020,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,6,1,1,2,1,1,1,1,2,1,2,1,4,5,5,5,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,24,2,2,2,1,2,1,1,13,2,2,6,1.6273,2,2,1,2,1,1,2,2,9,2,2
5729,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,3,4,2,2,2,4,2,2,1,4,4,4,4,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,24,2,2,2,1,1,2,2,11,1,2,6,2.8996,2,2,1,1,2,2,2,2,2,3,3
5730,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,1,2,2,3,2,4,4,4,4,2,1,4,4,4,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,6,12,2,9,9,2,2,2,2,7,2,2,1,0.4704,9,9,2,2,2,2,2,2,2,1,1
5731,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,6,1,1,2,2,1,3,4,4,3,2,2,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,2,2,2,2,2,1,2,7,2,1,6,0.3921,2,2,2,2,1,2,2,3,2,1,1
5732,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,3,3,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,59,2,2,2,2,2,2,1,17,2,1,6,1.1376,2,2,2,2,2,1,2,3,2,3,3
5733,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,2,3,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,35,1,2,2,2,1,2,2,7,2,2,1,0.3921,2,2,2,1,2,2,2,2,2,1,1
5734,27/08/2020,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,2,3,4,5,5,1,2,2,1,2,2,2,1,2,1,2,2,2,2,3,47,2,2,2,2,2,1,2,9,2,2,6,0.5471,2,2,2,2,1,2,2,3,2,1,3
5735,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,3,4,2,2,1,4,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,9,9,13,2,2,2,1,1,1,2,8,2,1,6,0.3888,2,2,1,1,1,2,2,2,2,1,9
5736,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,4,4,4,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,24,2,2,1,2,1,2,1,13,2,2,6,1.6273,2,1,2,1,2,1,2,1,2,3,3
5737,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,6,1,1,1,1,4,4,4,3,2,1,3,3,3,3,1,1,1,2,2,2,2,2,2,1,2,2,1,2,4,59,2,1,2,1,1,2,1,12,2,1,6,0.3991,1,2,1,1,2,1,2,3,2,3,3
5738,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,35,2,2,2,2,2,1,2,12,2,1,1,0.4558,2,2,2,2,1,2,2,2,2,1,1
5739,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,2,4,4,3,1,2,1,4,4,4,3,2,2,2,2,1,2,1,2,1,2,2,2,1,2,3,35,2,1,2,1,2,2,2,17,2,2,6,1.5231,1,2,1,2,2,2,2,1,2,3,3
5740,27/08/2020,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,6,1,4,4,4,2,2,4,3,3,2,2,3,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,2,2,2,2,2,1,2,10,2,2,2,0.5144,2,2,2,2,1,2,2,3,2,1,1
5741,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,3,4,1,2,2,2,1,2,1,4,4,3,4,2,2,2,1,2,2,1,1,2,2,2,2,1,2,3,59,2,2,2,1,2,1,1,14,2,1,6,0.5083,2,2,1,2,1,1,2,2,2,3,3
5742,27/08/2020,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,2,4,4,4,3,4,4,3,4,2,2,2,1,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,6,12,9,2,9,2,2,2,9,9,1,2,1,0.8724,2,9,2,2,2,9,2,3,2,1,1
5743,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,6,3,4,3,3,1,2,4,2,3,2,1,3,5,4,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,59,2,1,2,2,1,1,2,8,2,2,1,0.2968,1,2,2,1,1,2,2,1,2,1,1
5744,27/08/2020,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,3,4,4,3,2,1,4,4,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,47,2,1,2,2,2,1,2,3,2,1,3,1.0482,1,2,2,2,1,2,2,2,2,1,1
5745,27/08/2020,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,6,4,1,3,1,1,2,2,1,2,1,5,4,4,5,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,35,9,2,9,1,2,1,9,6,1,1,6,0.9549,2,9,1,2,1,9,1,2,2,9,2
5746,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,1,2,2,2,2,2,1,8,2,2,1,0.3588,2,2,2,2,2,1,2,3,2,1,1
5747,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,3,4,3,4,3,4,3,2,2,2,2,3,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,4,35,2,2,2,2,2,2,1,17,2,1,6,1.5231,2,2,2,2,2,1,2,2,2,3,3
5748,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,2,4,4,4,4,4,4,4,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,35,2,2,2,2,2,1,2,14,2,1,1,0.6004,2,2,2,2,1,2,2,2,2,1,1
5749,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,5,59,2,2,2,1,1,2,2,16,2,2,9,0.5001,2,2,1,1,2,2,2,2,1,1,9
5750,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,3,2,2,4,3,5,4,2,2,2,2,2,2,2,2,1,1,2,2,2,9,9,13,2,1,2,2,2,2,2,9,1,2,1,0.8349,1,2,2,2,2,2,2,3,2,1,1
5751,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,2,3,3,3,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,3,35,2,2,2,2,2,2,1,14,1,2,1,1.3921,2,2,2,2,2,1,2,3,2,1,1
5752,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,1,3,4,4,3,4,4,4,4,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,46,2,2,2,2,2,2,1,3,2,1,3,0.8056,2,2,2,2,2,1,2,3,2,1,1
5753,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,2,2,2,2,3,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,24,2,2,2,2,2,1,2,9,2,2,1,0.7916,2,2,2,2,1,2,2,1,2,1,1
5754,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,3,4,3,2,1,4,5,4,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,48,2,2,2,1,1,1,1,16,2,1,6,0.727,2,2,1,1,1,1,2,2,2,3,3
5755,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,1,4,4,4,4,2,2,2,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,1,2,2,2,2,1,2,8,2,2,1,0.4116,2,2,2,2,1,2,2,3,2,1,1
5756,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,3,2,2,4,1,3,3,2,1,3,3,3,9,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,1,2,2,1,16,1,1,6,1.5036,2,2,1,2,2,1,2,3,2,3,3
5757,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,6,6,4,4,4,3,3,2,4,3,2,2,4,4,4,4,1,2,2,1,2,2,1,1,2,1,2,2,2,2,3,59,2,2,2,1,2,2,2,17,2,2,6,1.1376,2,2,1,2,2,2,2,2,2,3,3
5758,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,6,6,4,4,4,1,1,2,2,1,2,1,4,4,4,4,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,48,2,2,2,1,2,2,1,12,2,1,6,0.5478,2,2,1,2,2,1,2,1,2,3,3
5759,27/08/2020,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,6,3,4,4,4,4,3,4,4,1,2,1,4,4,4,4,1,2,2,2,1,1,1,1,2,2,2,2,1,9,7,47,2,9,9,2,1,2,1,3,1,1,6,1.9307,9,9,2,1,2,1,2,3,2,1,1
5760,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,2,2,1,4,5,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,47,2,2,2,2,1,2,2,3,1,1,6,1.9307,2,2,2,1,2,2,1,3,2,3,2
5761,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,6,3,4,4,4,3,3,3,4,3,2,1,3,4,3,3,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,35,2,1,2,2,2,2,2,15,1,1,6,1.5438,1,2,2,2,2,2,2,3,2,2,2
5762,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,2,2,1,3,4,3,3,1,2,2,2,2,2,1,2,2,2,2,1,1,2,3,59,2,1,2,1,2,2,1,16,2,1,6,0.5001,1,2,1,2,2,1,2,2,2,3,3
5763,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,3,2,4,1,1,2,1,5,5,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,1,2,1,1,15,2,1,1,0.5119,2,2,1,2,1,1,1,3,2,1,1
5764,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,5,5,5,5,5,3,4,2,2,1,5,4,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,35,2,2,2,1,2,2,1,17,1,1,6,2.2754,2,2,1,2,2,1,2,2,2,3,3
5765,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,5,4,4,4,4,4,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,35,2,2,2,2,2,2,1,16,2,2,6,0.5703,2,2,2,2,2,1,2,2,2,1,2
5766,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,2,4,4,4,4,4,4,4,4,2,2,9,1,3,3,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,24,2,1,2,2,2,2,2,13,2,2,1,1.6273,1,2,2,2,2,2,2,2,2,1,1
5767,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,2,2,2,2,2,2,1,3,3,4,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,35,2,1,2,2,2,2,2,15,1,2,1,1.5438,1,2,2,2,2,2,2,3,2,1,1
5768,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,59,2,2,2,2,2,2,1,17,2,1,6,1.1376,2,2,2,2,2,1,2,2,2,3,3
5769,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,6,6,2,2,2,2,3,1,1,1,2,1,4,2,4,3,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,48,2,2,2,1,2,2,1,9,1,1,6,1.2348,2,2,1,2,2,1,2,1,2,1,1
5770,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,4,4,4,5,1,2,2,2,2,2,2,1,2,2,2,2,1,2,6,48,9,2,2,2,2,1,2,12,2,2,1,0.5478,2,2,2,2,1,2,2,2,2,1,1
5771,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,3,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,48,2,2,2,1,2,1,1,16,2,2,6,0.727,2,2,1,2,1,1,2,2,2,3,3
5772,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,3,4,3,2,1,3,4,3,3,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,48,2,2,2,1,1,2,1,12,2,1,6,0.5478,2,2,1,1,2,1,2,3,2,1,1
5773,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,3,2,2,2,1,3,2,2,2,1,2,4,4,4,1,2,2,2,1,2,1,2,1,1,2,2,1,9,7,47,2,1,2,1,2,2,1,3,2,1,6,1.0482,1,2,1,2,2,1,2,2,2,3,3
5774,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,1,4,2,1,4,4,5,5,1,2,2,1,2,2,1,2,1,1,2,2,1,2,6,24,2,2,2,2,2,2,1,9,2,2,6,0.7916,2,2,2,2,2,1,2,3,2,1,1
5775,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,6,6,4,2,1,1,4,1,4,2,2,1,5,5,5,5,1,1,2,2,2,2,2,2,2,1,2,2,1,2,4,59,2,2,2,2,1,1,1,10,2,1,6,0.296,2,2,2,1,1,1,2,3,2,3,3
5776,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,4,4,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,35,2,2,2,2,2,2,1,14,2,2,2,0.6004,2,2,2,2,2,1,2,3,2,1,1
5777,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,1,1,2,2,3,3,1,2,2,2,2,2,2,1,2,2,2,2,3,2,1,35,2,2,2,2,2,2,2,17,2,1,6,1.5231,2,2,2,2,2,2,2,2,2,3,3
5778,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,2,3,2,4,5,2,2,2,1,4,4,3,4,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,35,2,1,2,1,2,2,1,14,1,1,1,1.3921,1,2,1,2,2,1,2,2,2,1,1
5779,27/08/2020,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,3,6,1,2,2,2,1,1,2,2,1,2,1,2,3,4,4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,35,2,2,1,1,2,2,2,17,2,2,2,1.5231,2,1,1,2,2,2,2,2,2,1,1
5780,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,1,1,1,1,1,4,3,1,2,1,5,5,3,4,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,35,2,2,9,1,2,1,9,14,1,1,6,1.3921,2,9,1,2,1,9,2,2,2,3,3
