PUMFID,VERDATE,EMP_10_A,EMP_10_B,EMP_10_C,EMP_10_D,EMP_10_E,EMP_10_F,EMP_10_G,EMP_10_H,EMP_10_I,CIN_05_A,CIN_05_B,CIN_05_C,CIN_05_D,CIN_05_E,CIN_05_F,CIN_05_G,CIN_05_H,CIN_05_I,CIN_05_J,CIN_05_K,CIN_10A,CIN_10B,CIN_10C,EXP_05A,EXP_05B,EXP_05C,EXP_05D,EXP_05E,EXP_05F,EXP_05G,EXP_05H,LTC_05_G,LTC_10,HL_05,HL_10,HL_15,HL_20,HL_25_A,HL_25_B,HL_25_C,HL_25_D,HL_25_E,HL_25_F,HL_25_G,HL_25_H,HL_25_I,HL_25_J,HL_25_K,HL_30,DIS_STAT,PRURURB,PCSIZMIZ,PPROV,PVISMIN,PDISTYP1,PDISTYP2,PDISTYP3,PDISTYP4,PDISTYP5,PDISTYP6,PAGEGR,PDEM_10,PED_05,PEMP_15B,PFACT2,PLTC_05A,PLTC_05B,PLTC_05C,PLTC_05D,PLTC_05E,PLTC_05F,PEDU_01,PHHARR,PIIDFLAG,PLFS_BEF,PLFS_CUR
13968,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,1,2,2,3,5,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,35,2,2,2,2,2,1,2,8,2,2,1,0.3588,2,2,2,2,1,2,2,3,2,1,1
13969,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,2,1,4,2,2,2,2,4,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,59,2,2,2,1,2,2,2,17,2,1,6,1.1376,2,2,1,2,2,2,2,1,2,3,3
13970,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,1,4,4,4,3,2,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,9,9,13,2,2,2,2,2,2,1,15,2,1,6,0.5028,2,2,2,2,2,1,2,2,2,3,3
13971,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,3,4,4,2,2,2,1,2,3,3,4,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,35,2,2,2,1,2,2,1,7,1,1,6,0.8671,2,2,1,2,2,1,2,2,2,3,3
13972,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,1,3,3,3,2,4,4,3,2,2,2,3,4,3,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,35,2,2,2,2,2,2,1,10,2,2,1,0.3567,2,2,2,2,2,1,2,2,2,1,1
13973,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,2,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,35,2,2,2,1,2,2,2,12,2,1,6,0.4558,2,2,1,2,2,2,2,3,2,1,2
13974,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,3,6,2,4,4,4,4,4,4,4,2,2,1,4,3,2,3,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,35,2,1,2,1,1,1,1,10,2,1,6,0.3567,1,2,1,1,1,1,2,3,2,1,1
13975,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,2,1,2,2,2,2,2,12,2,2,2,0.4558,1,2,2,2,2,2,2,3,2,1,1
13976,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,3,3,3,4,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,48,1,2,2,1,2,2,1,9,1,2,1,1.2348,2,2,1,2,2,1,2,2,2,1,1
13977,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,3,6,2,2,4,4,4,4,4,4,4,2,2,4,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,59,2,2,2,2,2,2,1,16,2,2,1,0.5001,2,2,2,2,2,1,2,2,2,1,1
13978,27/08/2020,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,6,3,4,3,2,4,2,2,1,2,1,5,5,5,5,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,59,2,2,2,1,2,1,1,10,2,2,6,0.296,2,2,1,2,1,1,2,2,2,3,2
13979,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,6,6,4,4,4,3,4,2,4,4,2,1,4,4,4,4,1,2,2,1,2,2,2,2,2,2,2,2,1,1,5,12,2,2,2,2,2,1,2,14,2,2,6,0.5073,2,2,2,2,1,2,9,2,9,9,2
13980,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,6,6,3,3,3,2,3,4,3,3,2,1,3,4,3,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,46,1,9,9,1,1,2,1,3,1,1,6,0.9317,9,9,1,1,2,1,2,2,2,9,3
13981,27/08/2020,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,3,4,3,4,3,2,1,4,4,3,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,35,2,2,2,1,1,1,1,6,2,2,1,0.5434,2,2,1,1,1,1,2,2,2,1,1
13982,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,35,2,2,2,2,2,2,1,15,1,2,3,1.5438,2,2,2,2,2,1,2,2,2,1,1
13983,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,5,4,4,4,4,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,46,2,2,2,1,2,2,1,13,2,2,6,1.0508,2,2,1,2,2,1,2,1,2,3,3
13984,27/08/2020,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,24,2,2,2,2,2,1,1,11,1,2,2,2.8996,2,2,2,2,1,1,2,1,2,1,1
13985,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,2,2,3,3,3,4,4,3,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,12,2,1,2,2,2,2,2,12,2,1,3,0.327,1,2,2,2,2,2,2,2,2,1,1
13986,27/08/2020,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,6,6,2,2,2,2,2,2,2,1,2,2,3,3,4,4,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,35,2,1,2,2,1,1,2,16,2,1,6,0.5703,1,2,2,1,1,2,2,3,2,1,2
13987,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,1,4,1,1,1,2,2,5,4,4,3,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,48,2,2,1,1,1,2,1,13,1,1,6,2.5271,2,1,1,1,2,1,2,2,2,3,3
13988,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,2,3,4,3,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,48,2,2,2,1,2,2,2,16,2,2,1,0.727,2,2,1,2,2,2,2,2,2,1,1
13989,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,3,3,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,5,59,2,2,2,2,1,1,2,13,1,1,2,2.0362,2,2,2,1,1,2,2,2,2,1,1
13990,27/08/2020,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,3,6,1,2,2,3,2,3,3,3,2,2,1,4,5,4,4,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,35,2,2,2,2,2,1,1,8,2,2,1,0.3588,2,2,2,2,1,1,2,1,2,1,1
13991,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,6,4,4,4,3,4,3,3,1,2,1,4,5,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,59,2,2,2,1,2,1,1,3,1,1,6,1.6985,2,2,1,2,1,1,2,1,2,2,2
13992,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,59,2,2,2,2,2,1,2,8,2,1,3,0.2968,2,2,2,2,1,2,2,3,2,1,1
13993,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,1,3,3,3,2,4,4,3,2,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,24,2,1,2,2,2,2,2,13,2,2,2,1.6273,1,2,2,2,2,2,2,2,2,1,1
13994,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,4,2,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,9,7,11,2,2,2,2,2,2,1,1,1,2,1,1.8925,2,2,2,2,2,1,2,3,2,1,1
13995,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,5,4,4,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,59,2,2,2,2,2,1,2,7,2,1,1,0.451,2,2,2,2,1,2,2,1,2,1,1
13996,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,6,1,5,5,5,1,3,3,1,1,2,1,5,5,3,4,2,2,2,2,2,2,1,1,2,1,2,2,1,1,5,35,2,2,2,1,1,2,1,10,2,1,6,0.3567,2,2,1,1,2,1,2,2,2,3,3
13997,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,2,2,4,4,2,2,1,3,3,3,3,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,35,2,2,2,2,2,1,1,8,2,1,3,0.3588,2,2,2,2,1,1,2,2,2,1,1
13998,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,6,4,4,4,4,4,5,3,3,2,1,5,5,4,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,35,2,1,2,1,1,1,1,8,2,1,6,0.3588,1,2,1,1,1,1,2,2,2,3,3
13999,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,1,4,4,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,24,2,2,2,2,2,1,2,4,1,1,6,3.0869,2,2,2,2,1,2,2,2,2,3,3
14000,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,6,6,4,4,4,2,4,2,4,3,2,1,4,2,3,3,1,2,2,2,2,2,1,2,1,2,2,2,1,2,4,59,2,2,2,1,2,2,2,17,2,2,6,1.1376,2,2,1,2,2,2,2,1,2,3,3
14001,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,6,1,3,4,4,3,4,2,2,3,2,2,3,4,4,4,2,2,2,1,2,2,2,1,2,2,2,1,2,2,3,35,2,1,2,2,2,2,2,16,1,1,6,1.5036,1,2,2,2,2,2,2,2,2,3,3
14002,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,6,4,4,4,2,3,4,3,1,2,1,4,4,4,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,24,1,2,2,2,2,1,1,3,2,2,6,1.9943,2,2,2,2,1,1,2,2,2,2,2
14003,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,35,2,2,1,2,2,2,2,16,2,1,6,0.5703,2,1,2,2,2,2,2,1,2,3,3
14004,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,1,2,4,4,3,4,4,4,3,2,1,2,1,2,9,2,2,2,2,2,2,2,1,2,2,2,2,1,9,9,13,2,1,2,2,2,2,2,13,1,1,1,2.7643,1,2,2,2,2,2,2,2,2,1,1
14005,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,1,1,2,2,2,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,1,2,1,2,2,2,9,9,35,2,2,2,2,2,2,1,16,1,1,6,1.5036,2,2,2,2,2,1,2,2,2,1,2
14006,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,6,1,4,4,4,3,3,3,3,3,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6,12,2,2,2,1,1,2,1,3,1,1,6,1.2836,2,2,1,1,2,1,2,2,2,1,2
14007,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,9,1,2,5,5,4,1,2,2,2,2,2,1,1,2,1,2,2,9,2,6,12,2,9,9,9,9,9,9,15,2,2,9,0.3301,9,9,9,9,9,9,2,2,2,1,1
14008,27/08/2020,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,3,2,1,4,4,3,3,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,24,2,2,2,2,1,1,2,9,2,2,1,0.7916,2,2,2,1,1,2,2,3,2,1,1
14009,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,1,3,1,3,3,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,35,2,2,2,1,2,2,2,16,1,1,6,1.5036,2,2,1,2,2,2,2,1,2,3,3
14010,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,1,4,3,2,2,4,2,2,2,2,1,3,4,4,4,1,2,2,2,2,2,1,1,2,2,2,2,1,2,3,35,2,1,2,2,2,2,1,14,2,2,1,0.6004,1,2,2,2,2,1,2,2,2,1,1
14011,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,6,4,4,4,4,4,4,4,4,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,1,2,2,1,2,2,17,2,1,9,1.5231,1,2,2,1,2,2,2,2,2,1,1
14012,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,2,4,4,4,4,4,4,4,4,2,2,1,2,1,3,2,2,2,2,2,2,1,1,2,2,2,2,2,9,9,10,2,2,2,2,2,2,1,13,2,2,1,1.2637,2,2,2,2,2,1,2,2,2,1,1
14013,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,2,3,4,2,4,1,2,2,2,2,2,1,1,2,2,2,2,2,9,7,47,2,2,2,1,9,1,9,9,2,1,6,0.5471,2,2,1,9,1,9,2,3,2,1,2
14014,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,3,4,3,4,3,2,1,4,4,3,4,1,2,1,1,2,2,1,1,2,2,2,2,1,2,3,35,2,2,2,1,2,2,1,14,2,2,6,0.6004,2,2,1,2,2,1,2,3,2,2,2
14015,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,4,4,5,5,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,35,2,2,2,2,2,1,2,7,2,1,1,0.3921,2,2,2,2,1,2,2,2,2,1,1
14016,27/08/2020,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,24,2,2,2,2,2,1,2,9,2,2,1,0.7916,2,2,2,2,1,2,2,3,2,1,1
14017,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,1,4,4,4,2,1,4,4,3,3,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,35,2,2,1,2,2,1,1,14,2,2,1,0.6004,2,1,2,2,1,1,2,1,2,1,1
14018,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,24,2,2,2,2,2,2,1,13,2,1,6,1.6273,2,2,2,2,2,1,2,2,2,3,3
14019,27/08/2020,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,6,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,35,2,1,2,2,2,2,2,8,1,1,3,0.7795,1,2,2,2,2,2,2,9,2,1,1
14020,27/08/2020,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,3,4,2,4,4,4,2,2,2,4,5,3,4,1,2,2,2,2,2,1,2,2,2,2,2,2,9,9,10,2,2,2,2,2,1,1,3,2,1,1,1.1477,2,2,2,2,1,1,2,1,2,1,1
14021,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,3,3,2,2,1,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,24,2,2,2,2,2,2,1,11,1,2,1,2.8996,2,2,2,2,2,1,2,3,2,1,1
14022,27/08/2020,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,6,1,2,2,2,1,2,4,2,1,2,1,4,4,4,4,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,35,2,2,2,2,2,1,1,14,2,2,1,0.6004,2,2,2,2,1,1,2,2,2,1,1
14023,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,1,4,1,5,2,2,1,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,1,1,9,9,13,2,2,2,2,2,2,1,8,2,1,6,0.3888,2,2,2,2,2,1,2,2,2,3,3
14024,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,2,2,3,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,35,1,1,2,2,1,1,1,10,2,2,6,0.3567,1,2,2,1,1,1,2,3,2,1,1
14025,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,9,9,4,4,4,3,3,1,2,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,35,2,2,9,2,2,9,2,2,2,1,3,1.5578,2,9,2,2,9,2,2,2,2,1,1
14026,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,2,4,1,2,1,2,1,5,5,5,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,24,2,2,2,2,2,1,2,13,2,2,6,1.6273,2,2,2,2,1,2,2,2,2,3,3
14027,27/08/2020,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,6,6,1,2,2,2,4,3,4,4,2,2,4,5,4,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,35,1,2,2,2,2,1,2,7,1,2,1,0.8671,2,2,2,2,1,2,2,3,2,1,1
14028,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,4,6,6,4,4,4,2,4,4,4,4,2,1,2,1,3,9,1,2,2,2,2,2,2,1,2,2,2,2,1,2,4,59,2,2,2,1,2,2,2,16,2,1,6,0.5001,2,2,1,2,2,2,2,2,2,3,3
14029,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,4,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,1,2,2,2,2,1,2,10,2,2,1,0.3567,2,2,2,2,1,2,2,3,2,1,1
14030,27/08/2020,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,3,3,3,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,24,2,2,2,2,2,1,1,4,1,2,1,3.0869,2,2,2,2,1,1,2,3,2,1,1
14031,27/08/2020,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,2,4,4,3,2,2,2,3,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,59,1,2,2,2,2,2,1,15,2,2,3,0.5554,2,2,2,2,2,1,2,2,2,1,1
14032,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,6,4,4,2,3,4,4,3,3,2,2,3,4,4,3,2,2,1,2,2,2,1,1,2,2,2,2,2,9,7,46,2,2,2,2,2,1,2,13,2,1,6,1.0508,2,2,2,2,1,2,2,3,1,3,2
14033,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,6,4,4,4,4,2,4,4,1,2,1,4,5,4,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,35,2,2,2,2,1,1,2,14,2,1,6,0.6004,2,2,2,1,1,2,1,2,2,2,2
14034,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,2,2,2,2,1,2,4,2,1,2,1,4,5,3,4,2,2,2,2,2,2,1,1,2,1,2,2,1,2,3,47,2,2,2,2,2,2,1,9,2,2,1,0.5471,2,2,2,2,2,1,2,3,2,1,1
14035,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,3,3,3,4,4,3,3,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,59,2,2,2,2,2,2,1,17,2,1,6,1.1376,2,2,2,2,2,1,2,1,2,3,3
14036,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,6,4,4,4,1,1,1,3,3,2,1,3,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,35,2,2,2,2,2,1,1,7,2,2,1,0.3921,2,2,2,2,1,1,2,2,2,1,1
14037,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,5,4,4,1,1,1,1,1,2,1,4,5,4,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,35,2,1,2,2,2,1,1,17,1,1,6,2.2754,1,2,2,2,1,1,2,1,2,3,3
14038,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,24,2,2,1,2,2,2,2,13,2,2,1,1.6273,2,1,2,2,2,2,2,3,2,1,1
14039,27/08/2020,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,2,4,4,4,3,2,1,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,6,12,2,2,2,1,2,2,2,9,1,1,6,0.8724,2,2,1,2,2,2,2,3,2,3,3
14040,27/08/2020,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,9,9,2,3,4,4,4,4,4,3,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,35,2,2,2,1,2,2,2,6,1,2,3,0.9549,2,2,1,2,2,2,2,2,2,1,1
14041,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,6,3,3,3,4,4,4,4,1,2,1,2,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,9,7,46,2,2,2,2,1,2,1,3,1,1,3,0.9317,2,2,2,1,2,1,2,2,2,1,1
14042,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,3,4,4,4,2,2,1,3,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,3,35,2,1,2,1,1,1,1,14,1,1,6,1.3921,1,2,1,1,1,1,2,2,2,3,3
14043,27/08/2020,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,3,4,4,4,3,2,1,4,4,4,4,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,35,2,2,2,2,1,1,2,8,1,2,1,0.7795,2,2,2,1,1,2,2,3,2,1,1
14044,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,3,3,3,4,4,3,2,2,5,4,4,5,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,35,2,1,2,2,2,2,2,12,2,2,1,0.4558,1,2,2,2,2,2,2,1,2,1,1
14045,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,3,4,4,4,4,2,2,2,3,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,59,2,2,2,2,2,1,2,12,2,2,1,0.3991,2,2,2,2,1,2,2,2,2,1,1
14046,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,3,2,4,3,2,1,5,5,4,5,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,35,2,1,2,1,2,2,1,8,2,2,1,0.3588,1,2,1,2,2,1,2,1,2,1,1
14047,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,3,4,3,5,2,1,3,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,5,35,2,2,2,1,2,2,2,17,2,1,6,1.5231,2,2,1,2,2,2,2,1,2,3,3
14048,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,2,4,3,3,4,2,1,3,3,4,4,1,2,1,2,2,2,1,2,2,2,2,1,1,2,4,59,2,2,2,1,2,2,1,15,2,1,6,0.5554,2,2,1,2,2,1,2,2,2,3,3
